주소,위도,경도
서울특별시 서대문구 증가로 124,37.576500,126.940780
경기도 여주시 세종로 42,37.299360,127.638430
경기도 의왕시 성고개로 53,37.342130,126.972830
경기도 오산시 경기대로 271,37.148110,127.082200
서울특별시 영등포구 여의대방로 145,37.528880,126.900400
경기도 고양시 덕양구 화중로 100,37.636210,126.835570
경기도 화성시 남양읍 시청로45번길 3-1,37.196560,126.829210
서울특별시 서대문구 연희로 119,37.577970,126.939990
경기도 성남시 분당구 판교로 432,37.383560,127.115010
서울특별시 도봉구 도봉로 504,37.666290,127.043170
서울특별시 노원구 동일로 1538,37.653030,127.051950
인천광역시 미추홀구 매소홀로 473,37.459460,126.705960
서울특별시 영등포구 선유로 63,37.523720,126.895130
인천광역시 미추홀구 수봉로 18,37.458340,126.709690
"경기 광주시 곤지암읍 곤지암로 47,",37.412260,127.250780
경기도 용인시 처인구 고림로 136,37.231010,127.202140
경기도 의왕시 부곡중앙로 6-4,37.349270,126.967230
서울특별시 중구 다산로36길 30,37.563610,127.001220
강원특별자치도 원주시 평원로 61,37.338200,127.918330
경기도 의왕시 내손순환로 4,37.341460,126.972040
경기도 부천시 원미구 송내대로73번길 22,37.496950,126.787070
인천광역시 부평구 동수로 36,37.458290,126.707510
경기도 용인시 수지구 광교중앙로 298,37.324020,127.099450
경기도 여주시 가남읍 태평로 38,37.302200,127.633100
경기도 안산시 상록구 화랑로 513,37.309120,126.850410
경기도성남시수정구수정로106,37.413200,127.517850
서울특별시 영등포구 여의대방로62길 4,37.525560,126.894130
서울특별시 용산구 청파로 333,37.533440,126.989660
경기도 안산시 상록구 월피로 49,37.308750,126.853420
서울특별시 강동구 천호대로187길 30,37.531110,127.123220
서울특별시 금천구 문성로 2,37.456020,126.892500
서울특별시 금천구 독산로65길 18,37.453820,126.892060
인천광역시 서구 청중로478번길 24,37.458310,126.703150
서울특별시은평구통일로1034,37.601280,126.930000
서울특별시 강동구 구천면로34길 7,37.534060,127.125290
경기도 안산시 단원구 라성안길 17,37.316620,126.816650
경기도 평택시 안중읍 안현로 338,36.990410,127.089590
서울특별시 송파구 위례광장로 290,37.515450,127.108800
서울특별시 마포구 서강로 51,37.569820,126.902460
인천광역시계양구효서로341,37.460780,126.702910
강원강릉시입암로148번길62,37.748010,128.874000
서울특별시 종로구 종로 226,37.574150,126.982720
서울특별시 도봉구 도봉로 891,37.663960,127.042480
경기도 군포시 산본천로 62,37.365520,126.934360
강원특별자치도강릉시남부로125번길8,37.749830,128.871490
서울특별시 성북구 정릉로38길 4,37.588580,127.018830
경기도 용인시 처인구 금령로 94,37.233570,127.203660
서울특별시 동작구 성대로 52,37.508080,126.934850
서울특별시 관악구 은천로 33,37.478260,126.949260
인천광역시 계양구 계양산로 196,37.454040,126.702920
경기도 안산시 상록구 장화2길 9,37.307780,126.855400
경기도 고양시 덕양구 혜음로 61,37.636550,126.837120
서울특별시 광진구 천호대로102길 20,37.538750,127.078910
경기도 용인시 기흥구 한보라1로10번길 5,37.281880,127.112410
"인천 남동구 청능대로 596,",37.449370,126.732200
서울특별시 송파구 백제고분로33길 9,37.515300,127.106340
서울특별시 은평구 은평로 41,37.600360,126.930630
인천광역시 중구 개항로 31,37.561570,126.996240
서울특별시마포구와우산로19길27,37.568450,126.900730
경기도 화성시 봉담읍 매봉로 443,37.199850,126.835090
경기도 남양주시 진건읍 진건오남로 117,37.634730,127.211760
서울특별시 용산구 효창원로 271,37.536320,126.992630
서울특별시 양천구 목동남로 46,37.514430,126.868190
강원특별자치도 원주시 무실로 182,37.339600,127.919890
"서울 강북구 노해로 91,",37.639930,127.023290
인천광역시 서구 청라커낼로288번길 26,37.454820,126.709460
경기도 동두천시 중앙로 247,37.903610,127.057420
경기도 화성시 향남읍 향남로 430-16,37.196460,126.831480
인천광역시 서구 고산후로 222,37.458140,126.702320
경기도 남양주시 경춘로1256번길 25,37.637660,127.218700
서울특별시 구로구 경인로 638,37.496420,126.883600
서울특별시 노원구 덕릉로 814,37.654690,127.056340
경기도 김포시 고촌읍 상미1로 7,37.618600,126.714090
경기도 여주시 세종로 69,37.294140,127.637700
경기도 화성시 동부대로 1062,37.202970,126.834700
경기도 화성시 동탄순환대로10길 88,37.200750,126.832030
경기도 용인시 기흥구 구성로 103,37.277780,127.109790
인천광역시 서구 청라에메랄드로 99,37.459130,126.704500
서울특별시 강서구 마곡중앙1로 71,37.552200,126.845150
서울특별시 마포구 토정로31길 23,37.567790,126.898670
인천광역시 남동구 만수로 9,37.456240,126.708210
경기도 평택시 비전5로 20-24,36.996610,127.087120
경기도 고양시 덕양구 충경로 53,37.637800,126.837600
경기도 안성시 안성맞춤대로 794,37.003120,127.276290
경기도 안산시 단원구 삼일로 310,37.318930,126.815230
경기도 용인시 기흥구 신구로42번길 2,37.282030,127.119360
"강원 춘천시 동면 춘천순환로 515,",37.882540,127.729420
경기도 안양시 동안구 흥안대로492번길 7,37.387170,126.952520
경기 김포시 통진읍 김포대로 2236,37.615290,126.717990
경기도 수원시 팔달구 덕영대로 지하911,37.281480,127.016480
경기도 시흥시 도일로 118,37.384230,126.807650
서울특별시 동대문구 고산자로 407,37.570300,127.036690
강원 원주시 남원로 618,37.347130,127.924060
"경기 파주시 청암로17번길 31,",37.760030,126.784760
서울특별시 강남구 압구정로 162,37.520210,127.050410
경기도 김포시 통진읍 조강로 65-1,37.616760,126.719720
경기도 연천군 전곡읍 은전로78번길 21,38.092020,127.072330
경기도 광주시 곤지암읍 곤지암로 39,37.410500,127.259250
경기도 부천시 소사로 712,37.507350,126.762800
경기도 과천시 별양상가1로 25,37.430750,126.987500
경기도 안산시 상록구 부곡로 123,37.303150,126.850400
경기도 고양시 덕양구 혜음로 66,37.640840,126.831030
서울특별시 강서구 양천로 87,37.547990,126.854050
경기도 용인시 수지구 풍덕천로 149,37.318640,127.095140
인천광역시 부평구 동수로 174,37.457980,126.708560
인천광역시 계양구 주부토로 476,37.458930,126.708450
경기도 용인시 기흥구 구갈로 55,37.278820,127.109890
강원 정선군 정선읍 비봉로 45,37.747400,128.874370
경기도 수원시 장안구 율전로 104,37.304390,127.005390
경기도 파주시 와석순환로 507,37.761040,126.778220
서울특별시 노원구 동일로 1701,37.654140,127.060140
경기도 수원시 권선구 권광로 69,37.253710,126.975410
서울특별시 동작구 등용로 127,37.514940,126.937180
경기도 이천시 영창로 162,37.277570,127.439820
서울특별시 양천구 목동중앙북로7길 6,37.512630,126.866760
경기도 오산시 경기대로 166,37.148020,127.073270
경기도 안산시 상록구 석호로 316,37.304540,126.855690
경기도 여주시 세종로 43,37.294940,127.633030
경기도 양평군 양서면 양수로 158,37.495310,127.489820
서울특별시강동구고덕로262,37.529910,127.122260
인천광역시 부평구 마곡로 14,37.458930,126.706400
경기도파주시와석순환로66,37.757300,126.776950
경기도 고양시 덕양구 신원로 40,37.635060,126.829880
인천광역시 서구 가정로 309,37.458920,126.701260
경기도이천시장호원읍장감로66,37.278440,127.441750
경기도 수원시 장안구 연무로42번길 5,37.303600,127.007930
서울특별시광진구자양로2791,37.536170,127.079730
인천광역시 남구 인하로 131,37.452550,126.702550
경기도 광주시 중앙로 113,37.404870,127.253600
경기도 의왕시 안양판교로 101,37.345740,126.969510
경기도 용인시 수지구 신봉2로 5,37.326720,127.096030
경기도 시흥시 배곧3로 80,37.381860,126.804200
서울특별시 마포구 큰우물로 75,37.568500,126.905910
경기도 의정부시 세석로 24,37.736590,127.029700
경기도하남시감일백제로83번길24,37.535880,127.213740
인천광역시 서구 승학로 567,37.459710,126.702160
경기도 화성시 팔탄면 버들로 1339,37.201000,126.829130
경기도 남양주시 와부읍 덕소로97번길 65,37.635300,127.216900
인천광역시 부평구 청중로 65,37.452670,126.709350
경기도 김포시 김포한강1로 227,37.617860,126.719510
경기도 부천시 원미구 삼작로 252,37.500350,126.788830
경기도 안산시 상록구 도매시장로 30,37.311130,126.856850
경기도 남양주시 다산중앙로 17,37.639490,127.213040
경기도 용인시 기흥구 동백중앙로 175,37.284910,127.114880
경기도 의정부시 평화로 490,37.737480,127.029870
경기도 부천시 오정구 소사로 680,37.525050,126.790050
서울특별시 송파구 올림픽로12길 26,37.516280,127.110190
경기도 군포시 공단로 356-54,37.357360,126.931970
경기도 고양시 일산서구 고양대로 666,37.675540,126.756390
"경기 화성시 동탄대로 636-14,",37.195130,126.834570
서울특별시 강서구 강서로 433,37.551250,126.849230
경기도 의정부시 부용로 203,37.738160,127.030910
인천광역시 남동구 서창남순환로215번길 48,37.459900,126.709070
경기도 남양주시 와부읍 덕소로116번길 12,37.635940,127.213120
서울특별시 강동구 동남로71길 20,37.529550,127.124030
경기도 성남시 수정구 수정로 277,37.442980,127.128780
경기도 안양시 만안구 안양로 174,37.387320,126.923410
경기도 용인시 기흥구 신갈로58번길 8-1,37.277770,127.113980
경기도 고양시 덕양구 중앙로 442,37.633950,126.835450
경기도 시흥시 오이도어시장로 19,37.377530,126.805520
서울특별시 강서구 마곡중앙5로 87,37.550190,126.850300
경기도 의왕시 계원대학로 2,37.341010,126.965650
경기도 고양시 덕양구 지축로 62,37.636720,126.831720
경기도 고양시 덕양구 도래울로 85,37.635690,126.834860
서울특별시 영등포구 신길로 36-1,37.522170,126.892110
경기도 김포시 중봉로 4,37.619560,126.714090
서울특별시 송파구 오금로44가길 9,37.517510,127.108020
경기도 김포시 김포대로 709,37.616040,126.711600
경기도 평택시 팽성읍 부용로 36,36.988170,127.089240
서울특별시 은평구 연서로 230,37.598230,126.930060
경기도 고양시 일산서구 주엽로 97,37.674820,126.752020
경기도 수원시 팔달구 고등로 32,37.286580,127.014060
경기도 양주시 회천남로 92,37.790000,127.043070
경기도 성남시 분당구 성남대로43번길 11,37.384350,127.123870
경기도 여주시 도예로 81,37.298560,127.633180
경기도 파주시 조리읍 봉천로 44-1,37.762520,126.775300
경기도 김포시 사우중로 79,37.614320,126.716640
경기도 수원시 팔달구 팔달로 116,37.286660,127.020170
경기도 남양주시 진접읍 해밀예당3로 130,37.632540,127.221410
서울특별시 노원구 동일로 1356,37.650470,127.058400
경기도 시흥시 월곶중앙로 58,37.377820,126.805340
인천광역시 남구 석산로 36,37.454950,126.703100
강원도 동해시 일출로 2,37.521940,129.118960
경기도 부천시 오정구 소사로 748,37.531930,126.792940
경기도 파주시 청석로 262,37.763240,126.776470
경기도 평택시 평택로39번길 17-15,36.987400,127.089950
서울특별시 강서구 등촌로 215,37.551210,126.845380
경기도 부천시 소향로 117,37.505610,126.766210
서울특별시 관악구 남부순환로218길 1,37.477730,126.953430
경기도 광명시 광명로848번길 8,37.478640,126.860950
서울특별시 강동구 상암로 48,37.534280,127.125830
인천광역시 부평구 마장로 287,37.458410,126.706870
경기도 고양시 일산서구 후곡로 19,37.677990,126.753240
경기도 성남시 수정구 산성대로 255,37.441850,127.123200
경기도 여주시 여흥로 110,37.294410,127.640510
경기도 고양시 일산동구 숲속마을로 26,37.659920,126.768510
경기도 용인시 수지구 풍덕천로 122,37.322640,127.100390
"강원 원주시 지정면 무릉로 15,",37.346470,127.918370
인천광역시 서구 이음5로 39,37.460480,126.706250
인천 부평구 부평대로 25,37.504110,126.721150
서울특별시 구로구 경인로47길 118,37.491770,126.887690
서울특별시 송파구 바람드리길 59,37.509990,127.105530
서울특별시 서초구 서초대로 334,37.483630,127.031590
경기도 군포시 군포로 535,37.358530,126.937260
강원 횡성군 횡성읍 문정로 22,37.754780,128.880370
경기도 군포시 삼성로20번길 3-3,37.366260,126.933010
서울특별시 강서구 양천로6길 15,37.548340,126.847820
경기도포천시중앙로167,37.894020,127.198880
서울특별시 송파구 송파대로30길 7,37.517690,127.106260
경기도 화성시 봉담읍 삼봉안3길 6-5,37.203910,126.834300
경기도 고양시 덕양구 행신로 276,37.632800,126.828790
경기도 김포시 풍무로146번길 26,37.611250,126.716690
경기도 남양주시 다산중앙로123번길 22-24,37.635570,127.218140
경기도안산시상록구도매시장로105,37.410320,127.516060
인천광역시 남동구 만수서로 76,37.455820,126.707820
인천광역시 남동구 호구포로 796,37.457450,126.707530
경기도수원시장안구정조로933번길3,37.417000,127.515890
서울특별시 동작구 사당로 300,37.516950,126.936900
강원특별자치도춘천시동내면춘천순환로58,37.882540,127.733770
강원 속초시 동해대로 4299,38.204820,128.593850
경기도화성시우정읍조암동로36번길11,37.204480,126.832730
경기도 안산시 단원구 화랑로 123,37.317580,126.813760
강원특별자치도속초시동해대로4161,38.210230,128.594510
인천광역시 서구 탁옥로 31,37.457360,126.700250
경기도남양주시화도읍마석중앙로661,37.640040,127.213410
경기도남양주시사릉로14,37.633520,127.219560
경기도안산시상록구광덕산2로38,37.414330,127.516330
경기도 성남시 중원구 광명로 322,37.437230,127.141120
"경기 안산시 상록구 감골2로 39,",37.304650,126.856910
인천광역시 미추홀구 주안로 지하 86,37.453920,126.700980
경기도 평택시 함박산9길 3,36.997010,127.086430
인천광역시 미추홀구 경인로 지하 343,37.457050,126.700370
경기도 남양주시 화도읍 경춘로 1992,37.631720,127.217760
서울특별시 구로구 고척로40길 19,37.493090,126.891090
"경기 과천시 중앙로 131,",37.433340,126.987200
서울특별시 강남구 강남대로118길 46,37.513440,127.048870
서울특별시 성북구 동소문로 83-1,37.590500,127.012580
인천광역시 중구 참외전로 지하 123,37.559950,126.993730
"서울 성동구 마장로 305,",37.561790,127.035390
서울특별시 금천구 독산로 53,37.453190,126.893400
서울특별시 강북구 수유로 81,37.635570,127.021040
경기도 김포시 풍무로146번길 18,37.611940,126.718750
서울특별시 광진구 용마산로 55,37.538290,127.084820
서울특별시 금천구 독산로64길 20,37.454400,126.898800
인천광역시 남동구 논고개로 323,37.452670,126.709060
서울특별시 은평구 통일로 1034,37.602200,126.928730
서울특별시 광진구 영화사로 30,37.538000,127.084890
경기도 파주시 가람로 49,37.757030,126.778130
경기도 부천시 소사구 옥길로 123,37.487650,126.793120
경기도 부천시 원미로 146,37.501400,126.766160
서울특별시 동작구 사당로17길 2,37.508280,126.941190
서울특별시 서초구 강남대로 275,37.483210,127.031020
경기도 시흥시 비둘기공원5길 23-1,37.380010,126.799080
강원특별자치도 원주시 북원로 2268,37.342290,127.916300
"인천 부평구 부흥북로 144,",37.505170,126.724030
서울특별시 양천구 신목로 89,37.516790,126.870950
경기도 평택시 서정북로 88,36.991610,127.082130
경기도 하남시 미사강변중앙로111번길 3,37.543570,127.216090
경기도 부천시 원미구 부천로 19,37.502610,126.788510
경기도 성남시 중원구 도촌남로 27,37.444300,127.142250
"경기 파주시 가온로 200,",37.760610,126.780790
경기도 의정부시 오목로225번길 147,37.742590,127.036990
강원 원주시 중앙로 127,37.343690,127.920830
경기도 부천시 원미구 길주로 288,37.496930,126.784860
서울특별시 종로구 종로 19,37.577220,126.983130
경기도 고양시 일산서구 일산로 556,37.673420,126.748240
경기도 화성시 병점2로 65,37.197840,126.829050
경기도 고양시 일산서구 킨텍스로 255,37.674190,126.752020
경기도 고양시 일산서구 중앙로 1425,37.672330,126.747280
서울특별시 동작구 사당로14길 6,37.514330,126.935340
경기도 의왕시 부곡중앙남6길 4,37.345530,126.967590
경기도 수원시 권선구 서수원로577번길 341,37.256840,126.968440
"경기 평택시 포승읍 여술4길 2,",36.988030,127.088050
서울특별시 영등포구 국회대로 646,37.527510,126.894120
인천광역시 서구 장고개로 276,37.458740,126.705680
강원원주시치악로1780,37.344790,127.915750
경기도 남양주시 화도읍 마석로 59,37.631980,127.216210
경기도 부천시 부일로 712,37.503760,126.766440
경기도 용인시 수지구 풍덕천로 130,37.324040,127.094960
경기도 군포시 군포로456번길 13,37.366530,126.939260
인천광역시 남동구 인하로 555,37.458300,126.709200
경기도 화성시 효행로 233,37.204300,126.831780
서울특별시 마포구 월드컵로 100,37.571120,126.897020
서울특별시 동작구 상도로 247,37.508480,126.942690
경기도파주시광탄면혜음로1119,37.755750,126.780720
경기도 용인시 처인구 양지면 양지로 142,37.237710,127.200610
서울특별시강남구언주로427,37.518820,127.048070
서울특별시 중랑구 면목로 360,37.602160,127.094030
서울특별시마포구백범로17,37.562890,126.900880
경기도포천시영북면영북로177번길4,37.895780,127.200600
서울특별시강동구올림픽로98길21,37.525920,127.121320
서울특별시 마포구 월드컵북로 396,37.567090,126.906330
경기도파주시문산읍문향로521,37.760250,126.781200
경기도 성남시 수정구 수정로 208,37.446720,127.126100
경기도 파주시 교하로 79,37.762540,126.778100
경기도 수원시 팔달구 팔달문로163번길 52,37.283930,127.019710
서울특별시서대문구홍은중앙로97,37.580440,126.941590
서울특별시 서대문구 가재울로 38,37.576690,126.935550
서울특별시 강동구 명일로 375,37.530210,127.122900
서울특별시 구로구 경인로53길 15,37.492820,126.884010
경기도 성남시 분당구 구미로 16,37.387410,127.115630
인천광역시 미추홀구 남주길 150,37.455570,126.707330
경기도 화성시 동탄순환대로20길 118,37.195040,126.832630
서울특별시 서초구 서초대로 240,37.484700,127.035720
경기도 시흥시 신천3길 27-2,37.382260,126.804110
경기도 평택시 비전4로 142,36.993560,127.089840
경기도 광명시 광명로 877,37.480370,126.865120
경기도 수원시 권선구 삼천병마로 1553,37.257150,126.971820
경기도 수원시 장안구 창룡대로 195,37.307530,127.005380
서울특별시 양천구 지양로 79,37.515790,126.865570
강원정선군정선읍비봉로61,37.747890,128.875110
경기도 고양시 일산동구 위시티2로11번길 11,37.657940,126.775340
경기도 용인시 기흥구 마북로 152,37.280920,127.111650
경기도화성시병점서로34,37.203870,126.830690
경기도 안산시 상록구 본오로 144,37.304120,126.850380
인천광역시 계양구 작전시장로 20,37.455040,126.708020
인천광역시 미추홀구 미추홀대로 576,37.457690,126.704690
인천광역시 남동구 장승남로 36,37.456670,126.703810
서울특별시 강서구 화곡로 196,37.552140,126.846580
인천광역시 남동구 논고개로 61,37.451500,126.701420
서울특별시 강서구 마곡중앙2로 5,37.552260,126.845000
경기도 연천군 연천읍 연천로 247-1,38.098090,127.077010
인천광역시 남동구 석촌로36번길 25,37.460330,126.700850
서울특별시 성동구 행당로 106,37.559420,127.034980
서울특별시 강동구 양재대로 1514,37.533830,127.119350
서울특별시 서초구 동산로 62,37.488280,127.035900
서울특별시 송파구 오금로 507,37.512600,127.109370
경기도 광명시 광명로 908,37.474650,126.868160
인천광역시 부평구 후정동로 60,37.456590,126.705270
경기도 이천시 영창로 306,37.279550,127.447280
경기도 안산시 단원구 광덕1로 61,37.319490,126.813670
"경기 안양시 동안구 시민대로 190,",37.393810,126.955240
경기도 안산시 상록구 후곡로 81,37.311510,126.849010
경기도 수원시 영통구 효원로 387,37.257670,127.041570
서울특별시 마포구 양화로 156,37.567770,126.898970
경기도 오산시 죽담3로 12,37.151040,127.079640
서울특별시 송파구 오금로 504,37.516780,127.105560
강원도 춘천시 중앙로 지하50-5,37.883090,127.728930
강원특별자치도 원주시 영랑길 2,37.344210,127.919750
인천광역시 서구 가정로 128,37.453560,126.702790
경기도 파주시 책향기로 423,37.762600,126.780900
경기도 의정부시 비우로 88,37.734920,127.035700
경기도 평택시 함박산8길 35,36.995730,127.081780
경기도 평택시 평택2로 19,36.988420,127.088180
인천광역시 미추홀구 인주대로 74,37.457420,126.704130
강원특별자치도 화천군 화천읍 중앙로 3,37.751250,128.878550
경기도 안산시 단원구 새뿔길 21-4,37.320200,126.814790
인천광역시 서구 가정로 121,37.460490,126.709290
서울특별시 서초구 방배중앙로 159,37.486580,127.033970
인천광역시 남구 토금중로51번길 3,37.456230,126.709720
경기도 연천군 전곡읍 온골로 56,38.099840,127.072290
강원특별자치도 춘천시 금강로 70,37.878500,127.726490
서울특별시 금천구 독산로35길 25,37.454880,126.891340
경기도 이천시 장호원읍 장감로77번길 5-1,37.275970,127.445960
서울특별시 관악구 호암로24길 2,37.480200,126.948230
서울특별시 관악구 관악로 183,37.476860,126.947730
"서울 중랑구 망우로 210,",37.610850,127.095520
경기도 화성시 남양읍 남양성지로 6-4,37.204320,126.831440
경기도 파주시 청암로17번길 53,37.754650,126.779090
경기도 광명시 광명로848번길 54,37.474350,126.864260
서울특별시 노원구 노원로 421,37.657230,127.060890
서울특별시 강북구 솔매로 110,37.636740,127.027650
서울특별시 동작구 사당로16길 15,37.513930,126.941970
경기도 화성시 향남읍 행정중앙1로 10,37.202980,126.835700
인천광역시 남동구 석정로 516,37.459700,126.708630
경기도 용인시 처인구 중부대로 1136,37.237830,127.197090
강원 춘천시 동면 만천로 244,37.880380,127.727940
서울특별시 관악구 남부순환로 1679,37.479490,126.953170
경기도 수원시 팔달구 효원로 278,37.286520,127.015810
강원 원주시 문막읍 왕건로 75,37.346940,127.917260
서울특별시 구로구 개봉로3길 6,37.495640,126.889220
서울특별시 송파구 백제고분로48길 12,37.518660,127.107610
서울특별시 강서구 방화동로 32,37.547110,126.849410
경기도 화성시 병점서로 31-6,37.194590,126.835620
경기도 부천시 석천로 181,37.505100,126.769060
경기도 안산시 상록구 건건로 41,37.304530,126.857120
서울 송파구 가락로 113,37.512010,127.108430
경기도 용인시 수지구 정평로 40-1,37.324210,127.093750
서울특별시 은평구 은평로 82,37.599620,126.928470
경기도 군포시 삼성로 6,37.364490,126.931820
서울특별시 양천구 오목로 72,37.518710,126.870010
서울특별시 은평구 서오릉로 86,37.605230,126.929650
경기도 평택시 신촌2로 22,36.991990,127.090460
서울특별시 영등포구 영등포로49길 2,37.522260,126.897100
경기도 시흥시 서울대학로278번길 43-7,37.376650,126.799920
서울특별시 광진구 군자로 179-2,37.535030,127.079010
경기도 김포시 양촌읍 양곡로 530,37.618760,126.720090
인천광역시 부평구 동암남로 3,37.460310,126.709530
인천광역시 서구 승학로 250,37.452920,126.705080
서울특별시 양천구 곰달래로 47,37.513450,126.869390
서울특별시 서초구 동산로 74,37.486220,127.029490
서울특별시중랑구중랑역로207,37.610960,127.092610
경기도 안산시 상록구 광덕산2로 14,37.308400,126.852230
서울특별시 중랑구 동일로129길 19,37.602390,127.093220
서울특별시 강서구 양천로 73,37.550220,126.852570
경기도 고양시 일산서구 일현로 122,37.671530,126.755970
경기도 남양주시 경춘로1256번길 34,37.634220,127.216080
서울특별시 강서구 화곡로 429,37.546670,126.846430
경기도 용인시 기흥구 동백3로11번길 3,37.281710,127.109500
경기도부천시조종로49,37.500780,126.766390
서울특별시 양천구 중앙로 254,37.517390,126.866350
경기도 시흥시 복지로 61,37.382970,126.801770
경기도 화성시 송산면 사강로 172,37.197150,126.828020
경기도남양주시와부읍덕소로57,37.632070,127.215120
경기도 안양시 만안구 충훈로 83,37.386160,126.923500
경기도오산시법원로25,37.146770,127.073090
강원 홍천군 홍천읍 번영로 10,37.752970,128.873270
경기도 성남시 수정구 산성대로 지하272-3,37.448400,127.131230
경기도 고양시 덕양구 화신로 102,37.636210,126.828650
경기도 파주시 초롱꽃로 133-21,37.757500,126.779820
인천광역시 계양구 경명대로 1043,37.457430,126.702150
서울특별시 강동구 양재대로 1637,37.533570,127.119500
인천광역시 동구 송림로 106,37.454420,126.702140
경기도 오산시 수청로 201,37.153210,127.075110
서울특별시 마포구 월드컵로 64,37.561320,126.899760
서울특별시 동대문구 왕산로 239,37.578100,127.039380
서울특별시 성동구 성덕정길 102,37.566010,127.032290
경기도오산시궐리사로18,37.151710,127.073470
서울특별시 성북구 장월로 126,37.589260,127.017650
강원 삼척시 도계읍 도계로 244,37.451220,129.161680
경기도 부천시 길주로 243,37.504360,126.767930
서울특별시성동구성덕정길107,37.561070,127.033490
경기도 수원시 권선구 상탑로 133,37.258050,126.975000
서울특별시 영등포구 영중로 64,37.522350,126.898720
서울특별시동작구상도로376,37.509740,126.941400
서울특별시영등포구은행로37,37.530010,126.893270
인천광역시 계양구 경명대로 1096,37.459680,126.708930
인천광역시 남동구 에코중앙로156번길 5-16,37.458970,126.707120
경기도오산시발안로1367,37.146370,127.080110
경기도 안양시 만안구 만안로 210,37.388480,126.923540
경기도 김포시 김포한강2로 96,37.618340,126.711520
인천광역시 서구 완정로 163,37.457690,126.708030
인천광역시 계양구 효서로 278-1,37.457700,126.700620
서울특별시 금천구 금하로 726-1,37.457810,126.898860
서울특별시 양천구 오목로 206,37.517540,126.864910
경기도 고양시 일산동구 일산로 328,37.654770,126.770540
경기도 평택시 평택로32번길 1,36.990240,127.081580
인천광역시 부평구 경인로 1099,37.456920,126.706690
인천광역시중구하늘중앙로231,37.564070,127.002050
경기도 시흥시 장현능곡로 155,37.384860,126.805510
경기도 안양시 동안구 관악대로339번길 18,37.388310,126.958230
경기도 성남시 중원구 갈마치로288번길 14,37.444440,127.138410
서울특별시 도봉구 도봉로145길 14,37.668950,127.048120
경기도 오산시 대원로 26,37.146470,127.075410
경기도 수원시 영통구 동탄원천로1109번길 102,37.255200,127.049480
경기도 시흥시 비둘기공원7길 27,37.381000,126.799390
경기도 안성시 안성맞춤대로 1068,37.004800,127.275360
경기도포천시영북면영북로177번길54,37.890340,127.202140
서울특별시 구로구 구로중앙로 32,37.493320,126.890530
경기도 성남시 수정구 수정로 115-1,37.445060,127.128300
경기도 시흥시 하상로4번길 9,37.383850,126.807910
서울특별시 마포구 새창로 13,37.566760,126.899950
경기도 포천시 일동면 화동로 1048-1,37.898300,127.201810
경기도 파주시 경의로 1090,37.761760,126.780050
강원 삼척시 정상로 72,37.448550,129.164900
서울특별시 양천구 목동남로4길 2,37.513920,126.870180
경기도 하남시 신장로 142,37.540830,127.214510
경기도 화성시 동탄순환대로 263,37.199220,126.829710
경기도 시흥시 봉우재로 57,37.380030,126.799390
강원 춘천시 퇴계농공로 15,37.880800,127.727760
경기도 고양시 일산서구 가좌3로 11,37.677820,126.747240
서울특별시 서초구 잠원로14길 29,37.486880,127.037020
경기도 이천시 장호원읍 장감로 88,37.282620,127.443160
"경기 안산시 상록구 충장로 584,",37.303670,126.855920
경기도 양주시 옥정로6길 8,37.787840,127.046340
경기도 안양시 동안구 관악대로 103,37.393840,126.953900
서울특별시 동대문구 전농로 33,37.579180,127.039060
경기도 수원시 장안구 금당로10번길 31,37.300760,127.005670
"경기 용인시 처인구 금령로 97,",37.238980,127.201780
인천광역시 남구 인하로 195,37.457960,126.700720
서울특별시 송파구 백제고분로48길 15,37.517780,127.108250
경기도 고양시 일산동구 위시티로 81,37.657150,126.776380
경기도 광주시 오포읍 마루들길 228,37.408630,127.251850
"경기 의정부시 민락로 195,",37.735650,127.037460
서울특별시 도봉구 삼양로 586,37.669980,127.050470
경기도 이천시 증신로 185,37.280820,127.442630
서울특별시 영등포구 당산로 26,37.527710,126.895090
경기도 동두천시 동두천로 119,37.904860,127.062300
인천광역시 미추홀구 인주대로366번길 2,37.454680,126.706980
경기도 김포시 사우중로 48,37.619480,126.713380
경기도 파주시 광탄면 동거리길 12,37.760230,126.784470
경기도 군포시 금산로 65,37.358850,126.932690
서울특별시 강서구 양천로 344,37.549910,126.847980
경기도 고양시 덕양구 동송로 20,37.634100,126.832690
경기도 평택시 평택5로 94,36.993080,127.086590
경기도 이천시 마장면 오천로 49,37.279670,127.440470
서울특별시 도봉구 마들로11길 73,37.667130,127.050950
경기도 수원시 영통구 센트럴타운로 106,37.262380,127.042350
서울특별시 종로구 성균관로 15,37.570400,126.981860
경기도 남양주시 화도읍 맷돌로 114,37.634100,127.217770
경기도 평택시 송탄로 407,36.990910,127.081150
강원도 화천군 화천읍 중앙로 20-3,37.748570,128.879480
경기도 수원시 영통구 도청로17번길 40,37.257310,127.047340
경기도 남양주시 퇴계원면 퇴계원로 17,37.639110,127.211820
경기도 안양시 만안구 덕천로 126,37.382080,126.927470
강원특별자치도 춘천시 춘천로 185,37.881200,127.727390
경기도 안양시 동안구 관악대로 388,37.394080,126.958840
경기도 김포시 통진읍 서암로 68,37.610600,126.713970
경기도 부천시 원미구 신흥로 223,37.504310,126.790440
서울특별시 양천구 곰달래로5길 34,37.518530,126.867250
서울특별시 송파구 오금로36길 29,37.514740,127.102860
